item_id,order_id,product_id,quantity,unit_price,discount_percent
1643,2263,43,5,47321.94,31.3
1644,2249,19,2,46767.94,40.0
1645,1805,101,1,43481.56,24.3
1646,1342,15,2,6284.83,30.0
1647,2461,76,2,53386.32,6.8
1648,1993,65,2,49337.56,9.2
1649,2782,60,4,54755.76,23.4
1650,2303,92,1,55332.97,20.9
1651,1178,143,2,48930.03,1.9
1652,235,70,5,29023.45,13.4
1653,2282,33,4,348.66,24.6
1654,1928,147,5,48434.51,5.0
1655,41,8,3,11604.46,35.6
1656,2171,102,4,19699.78,31.2
1657,21,114,4,56674.87,11.7
1658,425,38,1,48311.86,20.7
1659,1457,34,0,57924.25,8.6
1660,1648,5,5,3593.32,39.0
1661,1764,108,5,28984.2,29.6
1662,2144,18,2,51414.96,2.7
1663,1097,41,5,41599.63,0.5
1664,1466,62,2,14499.45,15.9
1665,1417,49,5,56207.22,11.6
1666,1041,126,3,40420.29,29.1
1667,1842,119,5,35648.6,39.3
1668,1270,94,4,63060.3,19.2
1669,386,9,-3,47178.54,36.3
1670,2988,149,1,34477.95,11.7
1671,1286,110,3,20689.07,34.2
1672,2805,129,5,3534.59,2.7
1673,2361,26,5,24844.89,9.9
1674,1081,138,4,55149.77,16.8
1675,596,99,4,52096.22,2.7
1676,2404,31,4,27814.89,33.9
1677,675,67,5,54354.2,1.0
1678,2850,90,5,72351.5,7.7
1679,1140,55,4,21387.05,14.7
1680,2020,32,5,21692.03,28.4
1681,1252,1,3,5596.41,16.4
1682,504,14,3,51402.07,30.7
1683,1684,135,2,36889.8,35.9
1684,1858,53,3,25870.26,23.0
1685,1536,30,5,36973.66,16.4
1686,1130,115,3,26630.54,33.5
1687,2978,63,4,61531.57,33.6
1688,2851,37,5,25825.05,32.3
1689,799,103,1,20961.04,28.0
1690,647,90,1,62687.76,36.0
1691,2025,120,0,54982.27,4.4
1692,2895,120,4,47849.58,0.4
1693,731,118,5,58363.68,8.4
1694,2947,105,2,54198.15,35.4
1695,1278,64,4,48775.13,23.0
1696,1725,70,2,28426.92,11.3
1697,2099,41,1,48680.29,0.9
1698,2909,90,2,51613.56,10.3
1699,1931,58,2,49376.35,2.2
1700,1799,112,0,25036.97,9.4
1701,2570,30,4,35328.92,13.4
1702,2051,112,4,31463.35,22.2
1703,2128,9,4,53306.05,15.1
1704,2677,144,3,55386.6,16.4
1705,46,90,-4,71972.08,6.3
1706,1633,137,3,58545.53,7.6
1707,2862,140,2,17592.49,15.9
1708,1285,111,4,15459.4,13.8
1709,2406,115,3,26191.62,19.0
1710,893,18,2,60910.93,30.6
1711,2171,6,5,56725.95,6.4
1712,366,102,4,19157.57,28.0
1713,1017,39,2,32845.2,36.1
1714,2771,131,1,29809.81,4.3
1715,2521,143,1,51984.42,35.2
1716,1238,142,1,69165.32,20.6
1717,1023,3,5,70878.82,21.7
1718,1351,131,1,28861.95,11.3
1719,137,142,1,74507.69,13.6
1720,1398,133,4,38770.86,1.5
1721,967,18,4,42234.3,35.6
1722,1191,111,4,24541.41,4.6
1723,1421,145,2,39403.49,18.3
1724,2294,68,3,31282.53,15.6
1725,1003,58,3,48944.52,38.7
1726,492,108,4,26674.57,25.3
1727,2354,89,3,54671.64,27.0
1728,1630,70,5,22248.28,28.3
1729,534,33,1,339.63,10.8
1730,2004,99,2,50093.19,26.8
1731,1488,126,5,30606.16,0.5
1732,2362,63,1,45882.86,25.3
1733,2767,122,3,33748.6,5.0
1734,1570,96,2,50565.43,23.9
1735,1785,42,4,20760.25,7.0
1736,503,137,5,50409.52,38.6
1737,2298,9,2,36573.81,34.4
1738,110,108,3,23129.16,5.3
1739,1173,69,3,66296.83,39.8
1740,1011,19,2,38862.68,28.0
1741,2716,110,5,23905.31,16.9
1742,1928,124,2,10868.01,3.9
1743,7,142,3,55700.91,22.3
1744,2632,140,4,16433.41,25.8
1745,1158,37,2,22857.02,5.2
1746,2018,123,2,58854.58,17.8
1747,437,134,3,6368.32,37.0
1748,143,59,2,53841.77,15.8
1749,2071,77,1,619.82,11.4
1750,2835,144,5,51472.0,30.1
1751,2874,63,2,54899.48,25.8
1752,1300,80,4,19077.56,19.0
1753,1824,116,1,63086.95,20.7
1754,322,58,3,72392.55,25.5
1755,2885,17,5,13944.83,9.2
1756,212,23,4,46464.38,16.9
1757,2390,98,3,52774.6,37.7
1758,2336,22,5,10725.24,34.6
1759,2942,32,1,17238.62,20.2
1760,237,102,1,18172.81,13.6
1761,176,145,4,42706.05,26.8
1762,33,1,3,8111.6,7.3
1763,2759,76,5,72202.68,28.2
1764,2115,51,3,5253.28,18.6
1765,2673,56,3,47987.79,13.1
1766,2767,115,4,26018.94,28.9
1767,1372,137,3,68798.68,0.4
1768,2455,24,4,51329.62,35.8
1769,123,106,5,26059.0,10.6
1770,1689,128,3,55358.34,35.9
1771,698,75,3,6162.08,32.4
1772,894,40,2,50823.52,36.7
1773,1485,84,4,5885.25,0.4
1774,227,128,2,40236.57,18.5
1775,1701,19,4,42568.36,25.6
1776,2746,61,5,53299.16,36.7
1777,1048,58,1,63803.45,24.2
1778,1643,56,1,50631.22,5.8
1779,221,92,4,53929.64,18.5
1780,2918,15,5,7493.14,26.2
1781,801,122,2,37528.3,6.4
1782,2440,82,5,39535.72,27.9
1783,2428,150,1,9426.32,27.7
1784,2464,25,5,39587.74,19.1
1785,1013,56,1,46240.21,20.4
1786,1724,6,2,43751.73,21.4
1787,343,35,1,38263.87,25.0
1788,1447,106,4,36558.76,14.6
1789,902,95,2,38183.29,19.6
1790,1791,50,2,48377.14,34.8
1791,965,92,5,60441.26,19.9
1792,1437,105,2,49892.38,34.0
1793,2769,93,4,56336.76,9.8
1794,504,141,1,58019.01,21.6
1795,1437,7,3,67985.72,12.8
1796,3464,143,4,60729.82,38.6
1797,2410,55,5,21290.03,33.2
1798,1354,63,2,61075.42,11.1
1799,814,123,2,62525.5,27.7
1800,469,20,2,10768.97,22.0
1801,1283,13,2,52449.38,12.8
1802,535,107,4,31019.52,17.1
1803,2407,125,4,10970.34,30.0
1804,2485,143,3,41074.87,15.6
1805,2645,136,5,7236.73,29.9
1806,2682,93,2,60258.22,21.4
1807,2961,100,4,31691.53,7.2
1808,1980,72,2,30959.69,11.0
1809,298,21,5,82284.52,14.9
1810,905,33,5,323.27,36.7
1811,3147,90,4,74347.89,14.6
1812,276,147,3,38441.56,5.0
1813,423,35,2,29110.0,2.2
1814,970,52,2,3253.65,37.8
1815,2398,139,4,30769.0,7.4
1816,1,135,4,32892.94,18.8
1817,2874,122,4,41339.39,1.9
1818,2380,132,4,37257.57,22.8
1819,2062,84,1,6998.58,27.4
1820,2711,12,2,51584.2,24.4
1821,112,21,4,52305.11,27.6
1822,1838,133,3,29259.17,24.8
1823,1743,128,4,38974.86,22.0
1824,1812,43,3,46947.61,23.6
1825,2747,9,5,53910.84,28.5
1826,10,94,4,46544.43,5.7
1827,1520,9,1,49418.45,34.1
1828,745,17,5,19442.04,9.7
1829,751,124,5,11942.17,22.8
1830,458,74,5,43627.08,18.9
1831,3454,110,5,21288.08,14.9
1832,1069,129,4,2812.28,37.2
1833,2195,102,4,20694.76,19.2
1834,1458,115,3,27230.35,12.7
1835,1811,124,2,12114.46,1.6
1836,2184,129,1,3357.02,32.2
1837,1404,125,3,11257.59,1.9
1838,468,5,1,4973.8,29.4
1839,1003,30,1,30871.28,30.7
1840,2602,94,4,57972.04,0.7
1841,1460,12,3,41303.85,38.0
1842,2565,123,5,46402.12,26.0
1843,2556,62,3,12713.56,26.0
1844,2777,58,4,69984.03,11.7
1845,1487,84,1,6554.5,8.8
1846,1216,48,5,49777.28,16.1
1847,167,9,2,38660.68,22.0
1848,2967,141,5,56145.14,25.3
1849,42,148,4,31252.43,37.8
1850,57,129,4,4022.99,36.4
1851,942,140,5,15188.46,3.8
1852,1334,67,4,63207.88,9.3
1853,1728,28,4,50810.48,6.9
1854,2393,91,5,60585.37,14.6
1855,2653,130,4,33012.78,26.1
1856,2032,25,1,52258.13,37.5
1857,1035,115,4,19173.68,10.5
1858,1071,73,5,70690.84,36.1
1859,2984,95,5,36117.45,8.8
1860,183,66,4,66946.16,24.1
1861,1820,64,3,41880.47,6.9
1862,2888,125,1,10050.44,30.5
1863,1784,32,2,19044.93,13.7
1864,1763,40,2,63607.07,34.5
1865,37,148,3,35913.78,25.1
1866,1390,2,5,66374.93,36.2
1867,705,4,4,53196.32,8.2
1868,2690,55,1,21735.0,16.3
1869,634,105,4,45229.1,11.7
1870,2076,131,5,43498.74,15.4
1871,1876,76,2,63560.77,24.3
1872,1709,126,4,32206.09,29.1
1873,1068,2,3,84927.47,35.9
1874,765,9,4,37215.4,31.1
1875,2445,4,3,50627.63,27.2
1876,2680,82,1,43480.59,16.1
1877,3128,109,1,10178.97,8.9
1878,2518,94,1,66540.96,35.4
1879,2229,25,2,40293.52,12.7
1880,1547,110,4,14918.59,15.2
1881,579,106,2,39074.75,38.1
1882,593,87,5,22163.87,38.3
1883,1003,87,4,21348.64,11.6
1884,2514,149,1,42742.91,35.4
1885,2506,123,2,64428.99,15.8
1886,2185,55,1,20996.85,32.4
1887,172,114,4,83864.99,27.4
1888,810,149,-5,32851.6,6.2
1889,2724,101,1,35879.66,39.4
1890,2104,84,4,6894.72,33.7
1891,690,119,1,39892.45,6.1
1892,554,148,2,32488.38,1.5
1893,2769,64,3,41038.05,11.7
1894,1646,80,3,18631.22,19.0
1895,712,70,2,26896.74,33.4
1896,1473,94,3,58462.9,9.8
1897,2048,119,5,56313.96,4.6
1898,319,59,0,55137.07,7.7
1899,1536,108,-3,29256.74,12.5
1900,2774,52,2,4286.9,37.4
1901,1570,14,2,50507.14,11.1
1902,929,60,1,45025.77,38.1
1903,3244,22,1,10645.71,12.7
1904,1370,29,5,54600.74,23.9
1905,3425,86,4,58901.23,14.3
1906,1495,95,4,32760.82,4.4
1907,2886,48,5,64602.66,39.8
1908,1735,6,5,44053.72,35.3
1909,2721,78,3,50231.18,7.7
1910,2795,127,3,62715.57,12.6
1911,2558,135,1,34563.33,34.5
1912,1300,30,3,25993.52,6.3
1913,1493,79,4,49034.25,37.4
1914,1925,68,1,24139.05,12.8
1915,220,139,1,37182.52,4.9
1916,2020,104,1,9229.76,8.3
1917,2753,33,5,284.15,38.1
1918,1864,42,2,19434.21,15.2
1919,51,8,1,10708.77,37.2
1920,532,103,4,30563.0,34.1
1921,1148,53,2,20600.15,39.5
1922,1938,82,4,44989.91,36.4
1923,256,109,3,14708.29,3.2
1924,225,58,5,61977.44,28.1
1925,2824,109,2,11704.31,11.5
1926,957,26,3,31940.22,17.2
1927,1180,27,2,52702.28,26.1
1928,1191,109,2,13803.32,0.5
1929,2802,12,5,56583.19,30.0
1930,457,143,5,58535.53,4.3
1931,1140,73,4,57329.25,8.9
1932,2494,121,5,12778.5,17.1
1933,1487,62,4,11006.83,10.2
1934,1941,5,1,3479.46,22.3
1935,74,92,1,41714.85,37.5
1936,2337,40,5,54898.67,15.6
1937,842,45,4,6624.94,23.9
1938,2827,98,4,37599.9,24.5
1939,2688,14,2,43957.26,38.4
1940,2387,86,5,64528.88,6.4
1941,1349,100,2,39857.31,28.3
1942,1757,32,4,21577.56,10.4
1943,2035,127,2,48722.89,28.0
1944,415,80,1,22115.79,17.6
1945,459,95,4,43871.43,11.5
1946,2714,85,2,88996.21,13.2
1947,9,148,5,31054.39,38.7
1948,2751,47,4,29046.31,8.9
1949,2790,19,2,41215.89,4.1
1950,2686,54,1,10486.13,37.8
1951,1066,104,3,9573.52,32.5
1952,699,55,2,18050.02,36.3
1953,2146,83,4,21779.08,30.6
1954,430,64,5,39672.19,17.6
1955,695,32,1,19421.73,22.2
1956,2113,2,5,74914.04,4.3
1957,2226,78,5,42992.81,32.2
1958,2614,72,4,43758.39,21.7
1959,1825,16,5,37516.39,33.7
1960,2000,4,2,41999.14,37.7
1961,1081,142,1,70943.3,22.2
1962,952,133,1,43367.95,36.4
1963,2267,43,5,64300.3,18.6
1964,1208,26,2,24006.7,30.9
1965,2022,16,4,37072.88,3.6
1966,2944,111,1,21967.12,13.5
1967,2008,53,2,25688.67,19.5
1968,35,56,-2,40521.94,21.5
1969,60,74,3,43737.29,5.8
1970,1108,115,3,29416.0,10.8
1971,1316,16,3,39132.89,24.2
1972,1576,113,1,15089.6,39.5
1973,141,89,-5,46254.99,27.8
1974,3276,26,4,27142.93,37.4
1975,1338,115,5,29706.36,17.9
1976,1289,67,3,41152.65,36.8
1977,1720,124,-3,11611.38,1.9
1978,1295,63,1,39139.29,34.6
1979,1430,138,-4,36841.36,10.2
1980,1472,80,1,20155.89,35.6
1981,1689,66,3,74805.22,31.7
1982,1806,90,-4,56039.99,22.1
1983,1624,109,4,10175.26,7.7
1984,1358,21,5,54674.31,4.3
1985,2791,96,1,42251.16,0.9
1986,89,113,1,16764.71,25.3
1987,1984,100,1,47452.06,35.7
1988,1014,32,4,23299.84,12.3
1989,1041,75,5,4871.49,37.9
1990,738,65,1,51219.25,7.4
1991,361,62,2,16266.3,27.2
1992,2440,41,4,44867.08,23.0
1993,1227,136,5,8555.17,0.2
1994,2230,66,2,76281.92,6.2
1995,2061,127,4,59007.54,26.6
1996,1044,147,2,43706.22,9.9
1997,2306,26,4,30778.81,21.5
1998,1875,111,4,19334.43,3.3
1999,1495,42,3,23694.02,25.9
2000,2374,128,1,55656.24,30.1
2001,108,96,4,62604.48,35.6
2002,1703,125,3,8776.14,19.1
2003,455,70,4,18573.36,37.0
2004,75,22,3,9087.7,25.6
2005,2205,83,3,17984.94,25.2
2006,1095,141,3,42364.56,26.2
2007,2758,105,3,47498.74,0.1
2008,2316,88,1,62101.89,37.1
2009,2895,37,5,27436.69,22.3
2010,2381,70,2,27914.49,17.1
2011,1736,139,2,30981.2,35.0
2012,2458,74,3,30248.24,24.1
2013,1454,58,4,60781.74,11.1
2014,2312,17,4,17845.41,23.3
2015,1929,45,2,6821.21,24.3
2016,2172,16,5,34324.71,26.8
2017,884,79,-5,46303.38,30.8
2018,1771,147,2,52065.24,11.3
2019,1554,148,5,35459.66,27.8
2020,1077,11,1,29825.59,39.7
2021,1464,90,1,53642.84,7.5
2022,244,95,4,42948.04,25.9
2023,1189,49,2,68293.25,34.5
2024,652,136,4,7146.23,9.7
2025,1330,14,1,51592.8,35.0
2026,325,117,1,71183.37,38.0
2027,1739,114,2,72691.98,25.3
2028,1008,120,5,49021.43,19.5
2029,2728,135,3,34158.37,6.9
2030,679,130,3,31062.14,36.8
2031,1815,98,2,48939.62,38.3
2032,1154,26,4,29366.39,2.0
2033,318,3,1,62628.45,31.0
2034,1018,117,2,53967.6,36.9
2035,1465,82,5,29417.8,2.5
2036,2947,83,3,18453.38,38.2
2037,236,12,1,58757.15,11.0
2038,1848,93,1,59132.0,0.3
2039,2869,114,2,59265.62,32.5
2040,24,26,3,28311.94,3.1
2041,648,41,0,48074.09,3.1
2042,2837,110,1,23530.46,34.2
2043,1399,139,3,44335.24,33.2
2044,134,78,1,44603.95,36.9
2045,1344,105,2,43436.35,7.6
2046,2026,125,4,11816.87,36.5
2047,614,82,1,37541.64,12.4
2048,1585,68,5,32416.15,29.2
2049,434,133,4,29276.45,22.5
2050,228,95,1,50094.41,26.8
2051,2008,11,4,34899.23,34.0
2052,1110,75,3,4379.85,5.5
2053,594,104,1,7765.97,13.9
2054,508,59,5,47408.31,35.3
2055,2529,114,2,53616.17,22.5
2056,23,114,5,84596.7,1.8
2057,901,110,4,18193.26,23.8
2058,1684,27,3,71255.43,31.3
2059,2025,111,4,15352.36,28.4
2060,3461,115,5,28708.86,39.0
2061,2169,110,4,23478.07,19.5
2062,653,46,2,52320.67,10.4
2063,619,29,4,48542.54,24.9
2064,1900,72,1,40343.69,4.1
2065,2429,150,3,9814.73,30.9
2066,2210,8,2,10885.3,5.2
2067,60,144,2,59771.25,1.5
2068,2659,44,4,33635.64,9.1
2069,1441,28,4,56517.98,3.1
2070,2346,104,3,9203.54,34.9
2071,223,34,2,57679.77,19.5
2072,2535,38,3,53550.15,39.8
2073,1099,5,5,4594.22,8.2
2074,2290,128,5,57173.83,11.5
2075,209,2,3,68744.39,39.7
2076,2915,145,1,33907.11,2.5
2077,2663,107,5,30532.08,25.1
2078,2316,63,5,49731.81,18.7
2079,1290,142,1,73969.4,19.5
2080,1866,109,0,10940.71,37.8
2081,205,31,5,39480.39,19.6
2082,2221,131,5,41975.87,1.0
2083,1334,1,3,7157.35,14.8
2084,299,82,1,44338.9,10.1
2085,2265,131,-3,36594.05,8.3
2086,494,136,1,7608.98,3.7
2087,2922,1,1,7328.49,14.9
2088,872,56,2,46758.05,5.8
2089,2392,68,5,29299.07,1.7
2090,730,53,4,24306.12,7.9
2091,610,78,1,56055.62,33.8
2092,1282,138,1,58087.23,15.6
2093,1219,54,3,16415.18,26.3
2094,2839,72,4,33285.04,1.3
2095,446,76,2,57600.04,4.3
2096,1962,106,2,37001.8,5.1
2097,861,62,5,15925.59,4.1
2098,3075,84,2,4472.52,1.0
2099,2238,112,4,31658.2,32.5
2100,657,119,5,41800.06,8.1
2101,1989,50,5,64455.31,5.9
2102,2312,118,5,54050.95,6.8
2103,2816,120,5,55262.8,4.2
2104,2688,106,4,37920.98,27.4
2105,1736,140,-4,20508.14,35.4
2106,2790,135,2,26083.18,29.1
2107,2753,69,5,63764.44,31.0
2108,643,74,5,28611.2,24.2
2109,2284,16,0,35174.79,21.8
2110,1059,66,4,76630.75,32.8
2111,2188,64,4,34109.67,15.1
2112,2599,35,2,32392.49,39.8
2113,1731,107,3,36284.87,23.1
2114,2623,7,-5,61653.09,17.8
2115,1370,62,2,13426.77,21.0
2116,329,86,3,69985.48,3.9
2117,2927,20,2,10424.93,19.1
2118,1107,124,3,10614.61,7.9
2119,652,116,1,54081.47,19.1
2120,1266,4,4,65978.75,16.0
2121,1361,114,4,67100.36,24.0
2122,1297,110,2,18033.1,34.2
2123,1729,103,5,26987.71,39.8
2124,1721,121,1,15357.19,12.6
2125,2117,42,2,24394.96,21.0
2126,832,138,5,50779.37,14.3
2127,2053,108,4,23900.94,2.4
2128,1101,142,3,50178.23,3.2
2129,660,106,0,27007.75,16.0
2130,1753,106,4,38271.41,32.0
2131,149,146,-1,9962.18,17.2
2132,1324,80,3,18426.93,2.2
2133,1101,103,4,22669.82,26.0
2134,2649,81,2,42819.22,22.8
2135,809,15,2,6351.86,15.9
2136,2333,28,4,48376.18,26.7
2137,484,127,-3,46081.36,1.3
2138,605,118,3,86610.57,25.9
2139,575,111,3,21741.89,7.7
2140,1079,21,-4,54427.94,28.0
2141,2251,138,3,52022.15,22.4
2142,768,16,1,30643.81,6.5
2143,675,59,1,38243.12,29.1
2144,2569,35,4,35968.74,25.7
2145,2940,38,3,66265.71,17.1
2146,2636,73,1,68175.14,18.9
2147,2607,101,5,47007.5,31.6
2148,1212,27,1,67454.99,31.7
2149,2444,147,3,43112.57,20.3
2150,1554,67,2,43064.96,20.2
2151,207,47,5,26164.54,14.5
2152,1482,136,2,7982.36,35.7
2153,604,58,3,55106.44,18.7
2154,1698,56,2,32356.19,11.7
2155,2687,69,-5,79451.48,39.9
2156,2143,42,1,19964.79,12.3
2157,2093,21,3,62252.15,20.2
2158,1867,14,3,46056.29,24.9
2159,2616,103,4,33358.49,16.2
2160,829,34,4,49019.49,19.8
2161,2012,11,5,33662.81,25.6
2162,2043,127,2,61870.2,24.8
2163,800,100,1,41400.61,11.1
2164,2402,140,5,18278.86,28.7
2165,1638,38,1,70833.99,14.1
2166,1285,43,3,52118.95,33.2
2167,1480,85,2,79922.6,25.9
2168,292,55,4,23343.21,2.5
2169,1904,98,1,41540.06,32.1
2170,2165,109,5,11207.96,32.7
2171,1901,15,3,7178.24,13.0
2172,2662,108,5,23990.19,8.6
2173,2450,54,5,11261.07,33.1
2174,2040,74,4,38443.05,36.4
2175,797,23,3,34964.72,31.7
2176,2689,7,4,59109.97,12.4
2177,2494,69,1,77891.76,26.4
2178,2670,99,3,47929.85,0.3
2179,578,127,1,55868.5,36.9
2180,1358,2,1,75933.54,21.7
2181,486,8,1,16433.25,5.2
2182,432,71,3,42391.08,3.1
2183,1881,97,1,19300.71,10.8
2184,3042,1,4,9084.7,15.1
2185,2632,102,4,20043.83,23.5
2186,343,16,4,31935.85,31.7
2187,999,14,3,48838.08,28.1
2188,2607,6,1,61657.46,13.4
2189,901,4,3,50109.81,38.0
2190,1712,39,1,29626.23,15.1
2191,457,13,1,55458.61,17.3
2192,2361,16,1,30792.11,25.6
2193,1765,52,5,2805.02,1.3
2194,200,141,5,46786.25,5.9
2195,897,5,4,4385.09,18.8
2196,2068,40,2,48379.91,39.4
2197,1765,46,3,49704.41,27.8
2198,147,146,1,9182.23,32.6
2199,474,50,2,74335.51,29.1
2200,1565,115,5,26999.84,21.4
2201,1204,104,5,7069.89,32.4
2202,327,108,1,32131.15,6.7
2203,434,96,4,64174.12,21.5
2204,2678,17,5,16010.78,15.2
2205,1130,113,3,14882.54,23.9
2206,2238,17,5,15713.32,36.3
2207,382,19,2,53213.49,23.9
2208,1745,13,5,61235.23,11.7
2209,2617,110,4,23008.11,18.7
2210,669,1,4,7032.43,13.7
2211,2271,40,1,49019.68,19.4
2212,1321,124,1,8567.98,3.3
2213,1695,24,5,56680.0,30.9
2214,2596,120,1,56903.73,33.7
2215,742,93,5,49022.95,34.4
2216,1075,35,4,42257.87,30.4
2217,1254,43,2,50620.47,14.4
2218,1140,66,2,65193.1,0.2
2219,1389,123,3,57527.23,14.8
2220,2236,93,2,76036.06,18.8
2221,2498,127,4,50206.24,12.8
2222,603,72,2,30920.73,14.0
2223,1772,84,2,7035.53,35.5
2224,3364,67,3,61417.19,1.8
2225,700,75,5,4248.83,14.6
2226,737,148,-4,28248.89,30.1
2227,2076,119,-4,50875.74,14.1
2228,1713,37,1,31203.51,14.9
2229,811,35,4,36511.54,8.6
2230,1170,114,3,68022.9,21.8
2231,1998,23,4,38351.83,18.9
2232,2828,86,2,54007.0,29.5
2233,615,58,5,75794.67,18.1
2234,2643,125,4,12821.23,4.6
2235,634,44,5,25341.14,31.4
2236,2772,69,2,77589.75,15.5
2237,308,144,4,63680.02,22.8
2238,2453,68,1,27729.24,21.2
2239,578,19,5,47364.58,0.6
2240,1529,127,1,65508.59,26.0
2241,2452,86,4,65973.3,1.4
2242,301,36,2,8518.2,23.3
2243,3495,141,5,56647.01,21.0
2244,1886,26,2,23514.74,16.0
2245,2095,8,3,13616.32,11.4
2246,1999,35,2,38887.83,28.6
2247,1707,55,2,25694.27,23.5
2248,1247,60,3,55573.0,23.7
2249,1350,97,3,16988.93,22.2
2250,2153,121,2,12993.79,27.7
2251,1583,92,4,52498.74,2.3
2252,296,126,4,35249.48,7.1
2253,1290,135,1,33760.24,24.4
2254,100,67,3,42690.96,35.1
2255,422,3,2,66161.28,38.9
2256,2699,47,1,32841.72,6.8
2257,308,56,1,44005.86,26.1
2258,2445,80,3,15197.73,34.6
2259,1907,127,4,47454.94,11.3
2260,2259,2,2,68637.85,14.0
2261,112,29,2,63411.42,2.7
2262,1115,97,4,20459.59,14.5
2263,1385,26,-2,22558.26,8.1
2264,614,76,4,75119.52,8.1
2265,1700,87,5,23936.96,9.0
2266,1483,124,2,9064.55,34.9
2267,3408,142,4,57802.44,14.4
2268,2128,62,3,14826.53,33.2
2269,2594,95,3,48173.11,28.7
2270,1178,42,5,19786.72,23.9
2271,389,97,1,20778.95,24.2
2272,2433,29,3,60824.04,4.8
2273,662,100,4,46225.06,0.8
2274,2653,41,5,42592.54,7.9
2275,1741,138,5,55620.6,31.4
2276,15,66,5,74683.52,1.2
2277,1391,59,4,43776.65,11.7
2278,1922,30,5,35244.96,13.5
2279,2378,95,5,38056.85,25.1
2280,2945,150,4,7924.58,36.5
2281,2818,36,2,10327.31,38.2
2282,654,67,5,47928.2,26.6
2283,812,108,3,21444.63,17.1
2284,1375,83,2,21970.32,10.2
2285,765,140,5,13023.61,19.7
2286,1591,64,4,49291.66,22.0
2287,1826,49,2,70087.64,16.2
2288,2225,42,4,28801.95,17.4
2289,1568,73,4,54490.73,15.0
2290,1567,44,1,27952.25,2.3
2291,1253,64,5,45749.42,18.7
2292,699,132,1,32506.51,13.4
2293,2166,40,3,50137.01,37.6
2294,1677,87,1,31791.54,34.4
2295,145,90,2,56531.61,35.3
2296,62,111,1,19953.08,32.5
2297,1186,5,4,3525.73,16.1
2298,267,149,1,50362.92,33.8
2299,144,91,3,61806.82,13.9
2300,1788,30,2,38420.29,18.8
2301,477,82,3,42555.14,12.6
2302,2307,97,4,14277.95,8.7
2303,2004,11,5,28897.02,1.6
2304,2799,28,3,74641.14,7.6
2305,2671,60,5,45914.92,32.4
2306,1768,9,1,52863.47,0.3
2307,974,110,4,21861.4,18.5
2308,309,135,2,40953.97,34.4
2309,1792,144,1,48536.16,11.5
2310,104,114,4,58995.37,30.0
2311,1150,83,4,22180.09,37.5
2312,1624,132,5,34159.32,18.9
2313,3445,134,3,7469.11,5.0
2314,2078,27,-4,62451.39,1.9
2315,281,131,1,40347.61,11.3
2316,757,143,2,51777.49,10.5
2317,2233,118,4,60397.66,22.6
2318,779,116,2,74687.56,29.8
2319,2663,59,5,37147.4,22.7
2320,2008,106,2,28728.69,27.6
2321,834,60,4,66596.49,6.5
2322,2288,27,3,67307.89,23.2
2323,1021,9,1,52861.71,16.3
2324,1274,19,4,60287.5,0.5
2325,59,121,3,12155.42,13.5
2326,1710,124,2,10334.38,17.8
2327,2213,85,5,85853.81,2.3
2328,753,115,5,25630.63,13.9
2329,1728,133,2,38914.01,1.7
2330,2096,107,1,32431.11,26.9
2331,947,14,4,53437.86,27.2
2332,347,71,1,52154.85,39.8
2333,650,10,2,57463.31,21.9
2334,762,55,5,25190.9,28.1
2335,533,116,-4,61096.73,30.3
2336,1360,17,4,18833.5,2.0
2337,305,106,3,34054.34,16.6
2338,1011,122,3,37410.42,34.4
2339,1974,116,4,61772.74,5.5
2340,2069,60,5,52946.81,20.5
2341,1279,139,2,47318.43,39.6
2342,1094,84,3,4408.87,25.6
2343,2118,45,5,7800.07,36.5
2344,960,113,2,15752.76,0.1
2345,2975,8,4,12283.04,17.5
2346,40,132,3,37361.67,21.0
2347,2432,119,1,55175.49,29.9
2348,2779,21,5,59472.51,18.8
2349,1471,11,4,26852.09,12.8
2350,2600,39,1,29301.93,26.8
2351,1616,16,3,40867.33,20.9
2352,1163,30,-4,25325.0,17.3
2353,2761,18,2,56478.55,16.2
2354,1196,96,4,50454.42,3.4
2355,1586,116,3,57153.7,15.7
2356,1100,47,3,28050.24,21.9
2357,2886,112,4,27346.99,31.3
2358,473,132,3,33063.43,4.3
2359,914,79,3,40537.63,29.7
2360,988,116,2,65708.38,24.3
2361,2818,75,1,4914.27,7.9
2362,1354,113,5,14968.56,7.4
2363,2282,125,2,9235.67,37.6
2364,812,114,3,75362.18,11.4
2365,1980,98,5,55213.18,27.7
2366,544,70,4,28247.45,23.6
2367,1850,150,2,10529.84,13.4
2368,2205,72,2,42346.88,5.5
2369,2341,72,2,43267.98,10.8
2370,2074,150,1,8092.66,17.0
2371,1217,32,2,22816.54,29.0
2372,2814,73,3,65720.39,2.1
2373,1408,39,4,28271.02,10.1
2374,1947,71,4,56764.21,24.5
2375,1564,2,5,61974.71,35.3
2376,2451,30,1,35084.73,21.4
2377,3369,121,1,13548.14,25.0
2378,711,83,4,17412.53,40.0
2379,2771,101,1,48958.98,19.3
2380,1665,113,5,15849.34,9.3
2381,851,137,1,47956.66,32.0
2382,2519,133,1,33708.53,14.7
2383,1854,8,2,15385.57,38.2
2384,2307,87,2,24577.0,6.8
2385,313,46,5,59974.32,20.3
2386,2762,42,3,29062.51,1.0
2387,1747,108,1,29501.19,35.1
